Dish Name,Ingredients,Cluster,Cluster_Label
spanish paella,"seafood, rice, peppers, saffron, onion",2,Curries & Stews
tacos,"beef, lettuce, tortilla, cheese",6,Grilled & Roasted
cereal,"milk, oats, nuts, fruit",0,Salads & Wraps
dim sum,"pork, shrimp, ginger, soy sauce",4,Asian & Stir Fry
omelette,"pepper, butter, eggs, salt, onion",5,Breakfast & Brunch
lasagna,"cheese, onion, tomato sauce, pasta, ground beef",1,Desserts & Pastries
dim sum,"pork, ginger, shrimp, soy sauce, dumpling wrapper",4,Asian & Stir Fry
cereal,"oats, milk, honey, fruits, nut",0,Salads & Wraps
pasta carbonara,"tomato sauce, cheese, olive oil, pasta, basil",1,Desserts & Pastries
japanese ramen,"broth, egg, ginger, scallion",4,Asian & Stir Fry
spanish paella,"saffron, onions, seafood, peppers, rice",2,Curries & Stews
greek salad,"lettuce, feta cheese, dressing, olives, cucumber",6,Grilled & Roasted
pancakes,"milk, eggs, flour, sugar, butter",0,Salads & Wraps
chicken biryani,"yogurt, chicken, cardamom, spices, rice, saffron",2,Curries & Stews
tacos,"cheese, beef, salsa, tortilla, lettuce",6,Grilled & Roasted
pho,"lime, beef, broth, chili, rice noodle",3,Baked Dishes
shawarma,"yogurt, cumin, chicken, garlic, pita",2,Curries & Stews
clam chowder,"onion, celery, cream, clam, potato",1,Desserts & Pastries
clam chowder,"onion, cream, potato, clam",1,Desserts & Pastries
pancakes,"sugar, vanilla, flour, butter",0,Salads & Wraps
chicken biryani,"cardamom, yogurt, saffron, spices, chicken",2,Curries & Stews
chicken biryani,"rice, yogurt, spices, chicken, cardamom, saffron",2,Curries & Stews
dim sum,"soy sauce, pork, shrimp, dumpling wrapper, ginger",4,Asian & Stir Fry
beef steak,"beef, pepper, garlic, butter",5,Breakfast & Brunch
spanish paella,"peppers, saffron, onions, rice, seafood",2,Curries & Stews
beef steak,"pepper, garlic, butter, salt",5,Breakfast & Brunch
grilled chicken,"lettuce, seasoning, tomato, chicken, garlic",6,Grilled & Roasted
shawarma,"chicken, garlic, cumin, yogurt, pita",2,Curries & Stews
japanese ramen,"scallions, pork, noodles, broth",4,Asian & Stir Fry
pasta carbonara,"cheese, olive oil, basil, tomato sauce, pasta",1,Desserts & Pastries
chicken biryani,"rice, chicken, saffron, yogurt, spices, cardamom",2,Curries & Stews
spanish paella,"peppers, saffron, rice, onions, seafood",2,Curries & Stews
grilled chicken,"chicken, seasoning, garlic, tomato, lettuce",6,Grilled & Roasted
tacos,"cheese, lettuce, salsa, beef, tortilla",6,Grilled & Roasted
pho,"broth, chili, rice noodles, basil, lime, beef",3,Baked Dishes
omelette,"pepper, butter, salt, egg",5,Breakfast & Brunch
omelette,"pepper, salt, onions, butter, cheese, egg",5,Breakfast & Brunch
dim sum,"soy sauce, ginger, dumpling wrapper, shrimp, pork",4,Asian & Stir Fry
grilled chicken,"chicken, tomato, lettuce, garlic",6,Grilled & Roasted
butter chicken,"coconut milk, curry powder, onions, spices, chicken",2,Curries & Stews
pad thai,"rice noodles, lime, shrimp, peanut",3,Baked Dishes
pho,"basil, broth, beef, rice noodles, lime, chili",3,Baked Dishes
beef steak,"pepper, garlic, salt, butter",5,Breakfast & Brunch
turkey sandwich,"cheese, mayonnaise, tomato, turkey, lettuce, bread",6,Grilled & Roasted
greek salad,"olives, dressing, tomato, cucumber, feta cheese",6,Grilled & Roasted
grilled chicken,"chicken, tomato, lettuce, garlic, seasoning",6,Grilled & Roasted
spanish paella,"rice, seafood, saffron, onions, pepper",2,Curries & Stews
chicken biryani,"spices, yogurt, chicken, cardamom, rice, saffron",2,Curries & Stews
caesar salad,"chicken, caesar dressing, parmesan, croutons, lettuce",6,Grilled & Roasted
spanish paella,"peppers, saffron, rice, onion",2,Curries & Stews
pasta carbonara,"basil, cheese, pasta, olive oil",1,Desserts & Pastries
japanese ramen,"noodles, egg, broth, ginger, pork",4,Asian & Stir Fry
greek salad,"olives, dressing, feta cheese, lettuce",6,Grilled & Roasted
turkey sandwich,"lettuce, mayonnaise, bread, cheese, tomato",6,Grilled & Roasted
butter chicken,"coconut milk, spices, onions, curry powder, chicken",2,Curries & Stews
japanese ramen,"ginger, noodles, egg, pork",4,Asian & Stir Fry
sushi,"rice, avocado, seaweed, soy sauce, salmon",2,Curries & Stews
lasagna,"pasta, tomato sauce, ground beef, cheese",1,Desserts & Pastries
spring rolls,"rice paper, cabbage, shrimp, peanut sauce",3,Baked Dishes
spanish paella,"rice, peppers, seafood, saffron, onion",2,Curries & Stews
omelette,"butter, onions, salt, cheese, pepper",5,Breakfast & Brunch
pho,"rice noodles, broth, beef, chili, basil",3,Baked Dishes
pho,"lime, broth, beef, basil, rice noodle",3,Baked Dishes
grilled chicken,"garlic, seasoning, tomato, lettuce",6,Grilled & Roasted
japanese ramen,"egg, ginger, broth, pork, scallions, noodle",4,Asian & Stir Fry
cereal,"milk, oats, honey, nut",0,Salads & Wraps
pho,"broth, chili, lime, basil, rice noodles, beef",3,Baked Dishes
chicken biryani,"rice, chicken, yogurt, saffron, cardamom, spice",2,Curries & Stews
clam chowder,"clam, potato, onion, celery, cream",1,Desserts & Pastries
butter chicken,"chicken, onions, curry powder, spice",2,Curries & Stews
pasta carbonara,"olive oil, cheese, basil, pasta, tomato sauce",1,Desserts & Pastries
japanese ramen,"broth, pork, ginger, egg",4,Asian & Stir Fry
pad thai,"rice noodles, shrimp, lime, egg, peanut",3,Baked Dishes
caesar salad,"caesar dressing, croutons, chicken, parmesan",6,Grilled & Roasted
grilled chicken,"garlic, chicken, tomato, lettuce, seasoning",6,Grilled & Roasted
spring rolls,"cabbage, shrimp, rice paper, carrots, peanut sauce",3,Baked Dishes
clam chowder,"clam, potato, celery, cream, onion",1,Desserts & Pastries
bbq ribs,"bbq sauce, spices, brown sugar, garlic",2,Curries & Stews
butter chicken,"curry powder, chicken, spices, onions, coconut milk",2,Curries & Stews
cereal,"milk, honey, fruits, nut",0,Salads & Wraps
greek salad,"olives, lettuce, feta cheese, cucumber, dressing",6,Grilled & Roasted
lasagna,"onion, tomato sauce, pasta, cheese, ground beef, garlic",1,Desserts & Pastries
grilled chicken,"chicken, seasoning, tomato, lettuce, garlic",6,Grilled & Roasted
bbq ribs,"brown sugar, bbq sauce, garlic, pork",2,Curries & Stews
clam chowder,"clam, potato, cream, celery, onion",1,Desserts & Pastries
beef steak,"beef, pepper, butter, garlic, salt",5,Breakfast & Brunch
beef steak,"beef, pepper, salt, butter, garlic",5,Breakfast & Brunch
pasta carbonara,"tomato sauce, pasta, olive oil, cheese, basil",1,Desserts & Pastries
chicken biryani,"spices, yogurt, rice, cardamom, chicken, saffron",2,Curries & Stews
tacos,"salsa, lettuce, beef, tortilla",6,Grilled & Roasted
bbq ribs,"bbq sauce, garlic, pork, spices, brown sugar",2,Curries & Stews
caesar salad,"caesar dressing, croutons, parmesan, lettuce, chicken",6,Grilled & Roasted
sushi,"rice, soy sauce, salmon, seaweed, avocado",2,Curries & Stews
bbq ribs,"garlic, bbq sauce, spices, pork, brown sugar",2,Curries & Stews
caesar salad,"caesar dressing, chicken, parmesan, crouton",6,Grilled & Roasted
bbq ribs,"bbq sauce, pork, garlic, brown sugar, spice",2,Curries & Stews
pancakes,"butter, milk, sugar, eggs, vanilla, flour",0,Salads & Wraps
shawarma,"cumin, chicken, pita, yogurt, garlic",2,Curries & Stews
cereal,"nuts, honey, fruits, milk, oat",0,Salads & Wraps
pho,"lime, basil, rice noodles, beef, chili, broth",3,Baked Dishes
cereal,"oats, nuts, milk, honey, fruit",0,Salads & Wraps
chicken biryani,"cardamom, yogurt, rice, spices, saffron",2,Curries & Stews
dim sum,"dumpling wrapper, shrimp, ginger, soy sauce",4,Asian & Stir Fry
omelette,"pepper, cheese, eggs, butter, salt, onion",5,Breakfast & Brunch
sushi,"avocado, seaweed, rice, soy sauce, salmon",2,Curries & Stews
sushi,"seaweed, soy sauce, avocado, salmon, rice",2,Curries & Stews
omelette,"pepper, eggs, cheese, onions, salt",5,Breakfast & Brunch
pad thai,"egg, rice noodles, peanut, shrimp, lime",3,Baked Dishes
chicken biryani,"cardamom, rice, yogurt, spice",2,Curries & Stews
japanese ramen,"pork, noodles, scallions, egg, broth, ginger",4,Asian & Stir Fry
dim sum,"soy sauce, pork, ginger, dumpling wrapper",4,Asian & Stir Fry
spanish paella,"onions, rice, seafood, saffron, pepper",2,Curries & Stews
pad thai,"egg, lime, rice noodles, peanut, shrimp",3,Baked Dishes
cereal,"nuts, honey, fruits, oats, milk",0,Salads & Wraps
greek salad,"olives, lettuce, cucumber, dressing, tomato",6,Grilled & Roasted
dim sum,"soy sauce, shrimp, ginger, pork, dumpling wrapper",4,Asian & Stir Fry
caesar salad,"caesar dressing, chicken, parmesan, croutons, lettuce",6,Grilled & Roasted
bbq ribs,"spices, pork, bbq sauce, garlic",2,Curries & Stews
omelette,"eggs, pepper, onions, butter, salt, cheese",5,Breakfast & Brunch
pad thai,"lime, shrimp, peanut, rice noodles, egg",3,Baked Dishes
bbq ribs,"pork, garlic, bbq sauce, brown sugar",2,Curries & Stews
dim sum,"dumpling wrapper, shrimp, soy sauce, ginger",4,Asian & Stir Fry
sushi,"rice, avocado, seaweed, salmon, soy sauce",2,Curries & Stews
spanish paella,"seafood, saffron, peppers, onion",2,Curries & Stews
tacos,"cheese, beef, tortilla, lettuce, salsa",6,Grilled & Roasted
tacos,"cheese, salsa, beef, lettuce",6,Grilled & Roasted
grilled chicken,"chicken, garlic, seasoning, tomato, lettuce",6,Grilled & Roasted
pad thai,"egg, lime, shrimp, rice noodles, peanut",3,Baked Dishes
bbq ribs,"brown sugar, spices, bbq sauce, pork, garlic",2,Curries & Stews
sushi,"soy sauce, salmon, rice, seaweed",2,Curries & Stews
tacos,"lettuce, salsa, cheese, beef",6,Grilled & Roasted
caesar salad,"lettuce, parmesan, chicken, croutons, caesar dressing",6,Grilled & Roasted
bbq ribs,"bbq sauce, spices, garlic, pork, brown sugar",2,Curries & Stews
pho,"broth, chili, basil, rice noodles, lime",3,Baked Dishes
pad thai,"peanut, egg, lime, shrimp, rice noodle",3,Baked Dishes
japanese ramen,"ginger, pork, egg, scallions, noodles, broth",4,Asian & Stir Fry
beef steak,"garlic, salt, pepper, butter",5,Breakfast & Brunch
butter chicken,"curry powder, onions, spices, chicken",2,Curries & Stews
pasta carbonara,"basil, pasta, olive oil, tomato sauce, cheese",1,Desserts & Pastries
caesar salad,"parmesan, croutons, lettuce, caesar dressing, chicken",6,Grilled & Roasted
turkey sandwich,"lettuce, cheese, mayonnaise, turkey",6,Grilled & Roasted
pho,"broth, rice noodles, beef, chili, lime, basil",3,Baked Dishes
pasta carbonara,"pasta, tomato sauce, cheese, basil, olive oil",1,Desserts & Pastries
sushi,"avocado, salmon, rice, seaweed, soy sauce",2,Curries & Stews
beef steak,"beef, pepper, salt, garlic, butter",5,Breakfast & Brunch
omelette,"onions, pepper, eggs, salt, cheese, butter",5,Breakfast & Brunch
pasta carbonara,"tomato sauce, pasta, olive oil, basil",1,Desserts & Pastries
chicken biryani,"yogurt, spices, saffron, chicken, rice",2,Curries & Stews
clam chowder,"celery, potato, cream, clam",1,Desserts & Pastries
greek salad,"dressing, olives, feta cheese, cucumber",6,Grilled & Roasted
pad thai,"lime, shrimp, rice noodles, egg",3,Baked Dishes
greek salad,"feta cheese, lettuce, dressing, olives, cucumber, tomato",6,Grilled & Roasted
sushi,"seaweed, salmon, rice, soy sauce, avocado",2,Curries & Stews
caesar salad,"caesar dressing, lettuce, parmesan, crouton",6,Grilled & Roasted
caesar salad,"caesar dressing, croutons, lettuce, chicken, parmesan",6,Grilled & Roasted
beef steak,"garlic, butter, beef, pepper",5,Breakfast & Brunch
tacos,"cheese, tortilla, beef, lettuce",6,Grilled & Roasted
turkey sandwich,"tomato, lettuce, bread, cheese",6,Grilled & Roasted
pancakes,"flour, milk, butter, vanilla, egg",0,Salads & Wraps
greek salad,"dressing, lettuce, tomato, feta cheese, olive",6,Grilled & Roasted
grilled chicken,"seasoning, tomato, garlic, lettuce, chicken",6,Grilled & Roasted
clam chowder,"cream, clam, onion, potato, celery",1,Desserts & Pastries
grilled chicken,"lettuce, garlic, chicken, tomato",6,Grilled & Roasted
clam chowder,"onion, cream, potato, celery",1,Desserts & Pastries
spring rolls,"cabbage, shrimp, peanut sauce, rice paper, carrot",3,Baked Dishes
pancakes,"butter, milk, eggs, vanilla",0,Salads & Wraps
spring rolls,"cabbage, rice paper, peanut sauce, carrot",3,Baked Dishes
sushi,"seaweed, rice, avocado, soy sauce, salmon",2,Curries & Stews
sushi,"rice, avocado, salmon, soy sauce, seaweed",2,Curries & Stews
sushi,"avocado, soy sauce, seaweed, salmon, rice",2,Curries & Stews
pasta carbonara,"cheese, pasta, basil, tomato sauce, olive oil",1,Desserts & Pastries
sushi,"avocado, seaweed, salmon, soy sauce",2,Curries & Stews
omelette,"eggs, salt, pepper, butter",5,Breakfast & Brunch
spanish paella,"rice, peppers, seafood, saffron",2,Curries & Stews
lasagna,"tomato sauce, garlic, ground beef, pasta, onion",1,Desserts & Pastries
shawarma,"yogurt, chicken, garlic, cumin",2,Curries & Stews
spring rolls,"carrots, rice paper, cabbage, shrimp, peanut sauce",3,Baked Dishes
dim sum,"soy sauce, shrimp, pork, ginger, dumpling wrapper",4,Asian & Stir Fry
shawarma,"cumin, chicken, yogurt, garlic, pita",2,Curries & Stews
turkey sandwich,"tomato, bread, mayonnaise, turkey, lettuce",6,Grilled & Roasted
shawarma,"chicken, yogurt, garlic, cumin, pita",2,Curries & Stews
lasagna,"garlic, cheese, onion, ground beef, pasta",1,Desserts & Pastries
greek salad,"cucumber, feta cheese, dressing, lettuce, tomato",6,Grilled & Roasted
bbq ribs,"garlic, pork, spices, brown sugar, bbq sauce",2,Curries & Stews
pad thai,"shrimp, lime, peanut, egg, rice noodle",3,Baked Dishes
pancakes,"vanilla, flour, milk, sugar",0,Salads & Wraps
pad thai,"lime, egg, shrimp, rice noodle",3,Baked Dishes
sushi,"soy sauce, avocado, salmon, rice, seaweed",2,Curries & Stews
lasagna,"ground beef, garlic, cheese, pasta, onion",1,Desserts & Pastries
shawarma,"garlic, chicken, cumin, yogurt, pita",2,Curries & Stews
sushi,"soy sauce, seaweed, rice, avocado",2,Curries & Stews
clam chowder,"potato, clam, celery, cream, onion",1,Desserts & Pastries
dim sum,"ginger, soy sauce, pork, shrimp, dumpling wrapper",4,Asian & Stir Fry
turkey sandwich,"lettuce, mayonnaise, tomato, cheese, bread, turkey",6,Grilled & Roasted
turkey sandwich,"bread, tomato, cheese, turkey, lettuce",6,Grilled & Roasted
spring rolls,"shrimp, carrots, peanut sauce, cabbage, rice paper",3,Baked Dishes
lasagna,"pasta, onion, garlic, cheese, ground beef, tomato sauce",1,Desserts & Pastries
sushi,"soy sauce, rice, avocado, salmon, seaweed",2,Curries & Stews
cereal,"oats, nuts, fruits, honey, milk",0,Salads & Wraps
turkey sandwich,"tomato, bread, mayonnaise, cheese, turkey, lettuce",6,Grilled & Roasted
pancakes,"flour, vanilla, sugar, milk",0,Salads & Wraps
spring rolls,"carrots, rice paper, peanut sauce, cabbage",3,Baked Dishes
cereal,"oats, nuts, honey, fruits, milk",0,Salads & Wraps
pasta carbonara,"olive oil, basil, cheese, tomato sauce",1,Desserts & Pastries
pasta carbonara,"tomato sauce, basil, olive oil, cheese, pasta",1,Desserts & Pastries
chicken biryani,"chicken, yogurt, cardamom, spices, saffron, rice",2,Curries & Stews
greek salad,"feta cheese, tomato, lettuce, cucumber, olives, dressing",6,Grilled & Roasted
greek salad,"lettuce, cucumber, olives, feta cheese, dressing, tomato",6,Grilled & Roasted
caesar salad,"chicken, croutons, parmesan, caesar dressing, lettuce",6,Grilled & Roasted
clam chowder,"clam, potato, onion, cream, celery",1,Desserts & Pastries
pad thai,"lime, peanut, rice noodles, shrimp",3,Baked Dishes
dim sum,"pork, soy sauce, shrimp, dumpling wrapper, ginger",4,Asian & Stir Fry
turkey sandwich,"mayonnaise, tomato, lettuce, turkey, cheese",6,Grilled & Roasted
lasagna,"cheese, pasta, tomato sauce, garlic, onion, ground beef",1,Desserts & Pastries
omelette,"eggs, salt, pepper, cheese, onions, butter",5,Breakfast & Brunch
bbq ribs,"pork, bbq sauce, garlic, brown sugar",2,Curries & Stews
tacos,"beef, lettuce, tortilla, salsa",6,Grilled & Roasted
turkey sandwich,"bread, lettuce, turkey, tomato, cheese, mayonnaise",6,Grilled & Roasted
greek salad,"feta cheese, tomato, lettuce, dressing, cucumber, olive",6,Grilled & Roasted
clam chowder,"potato, cream, celery, clam, onion",1,Desserts & Pastries
turkey sandwich,"cheese, turkey, lettuce, mayonnaise, bread, tomato",6,Grilled & Roasted
cereal,"oats, nuts, fruits, milk",0,Salads & Wraps
butter chicken,"onions, curry powder, coconut milk, chicken, spice",2,Curries & Stews
chicken biryani,"saffron, yogurt, rice, cardamom, chicken",2,Curries & Stews
sushi,"rice, seaweed, salmon, soy sauce, avocado",2,Curries & Stews
omelette,"salt, pepper, butter, onions, cheese, egg",5,Breakfast & Brunch
pad thai,"egg, lime, peanut, rice noodles, shrimp",3,Baked Dishes
dim sum,"shrimp, soy sauce, pork, ginger",4,Asian & Stir Fry
butter chicken,"spices, curry powder, onions, coconut milk",2,Curries & Stews
japanese ramen,"egg, ginger, broth, noodle",4,Asian & Stir Fry
caesar salad,"lettuce, croutons, chicken, parmesan, caesar dressing",6,Grilled & Roasted
cereal,"honey, oats, fruits, milk",0,Salads & Wraps
tacos,"salsa, cheese, lettuce, beef",6,Grilled & Roasted
spring rolls,"shrimp, carrots, rice paper, cabbage",3,Baked Dishes
japanese ramen,"scallions, noodles, egg, broth, ginger",4,Asian & Stir Fry
pasta carbonara,"basil, olive oil, cheese, tomato sauce, pasta",1,Desserts & Pastries
pancakes,"eggs, vanilla, flour, milk, butter, sugar",0,Salads & Wraps
cereal,"honey, fruits, oats, nuts, milk",0,Salads & Wraps
japanese ramen,"ginger, egg, pork, scallions, noodle",4,Asian & Stir Fry
lasagna,"cheese, onion, garlic, tomato sauce, ground beef, pasta",1,Desserts & Pastries
shawarma,"garlic, yogurt, chicken, pita, cumin",2,Curries & Stews
bbq ribs,"pork, bbq sauce, spices, garlic, brown sugar",2,Curries & Stews
pancakes,"vanilla, sugar, flour, milk",0,Salads & Wraps
pancakes,"butter, flour, vanilla, eggs, sugar",0,Salads & Wraps
pad thai,"peanut, rice noodles, shrimp, lime, egg",3,Baked Dishes
lasagna,"garlic, tomato sauce, ground beef, cheese, pasta",1,Desserts & Pastries
pancakes,"flour, sugar, eggs, vanilla, butter, milk",0,Salads & Wraps
omelette,"eggs, onions, salt, butter, cheese",5,Breakfast & Brunch
butter chicken,"onions, chicken, curry powder, coconut milk",2,Curries & Stews
sushi,"avocado, salmon, seaweed, soy sauce",2,Curries & Stews
chicken biryani,"cardamom, chicken, rice, saffron, yogurt",2,Curries & Stews
greek salad,"olives, feta cheese, cucumber, lettuce, tomato",6,Grilled & Roasted
greek salad,"feta cheese, tomato, cucumber, olives, dressing, lettuce",6,Grilled & Roasted
spanish paella,"saffron, peppers, onions, rice, seafood",2,Curries & Stews
pho,"beef, basil, rice noodles, broth",3,Baked Dishes
pho,"beef, basil, broth, chili, rice noodle",3,Baked Dishes
cereal,"fruits, oats, nuts, honey",0,Salads & Wraps
